"crash_unit_id","rd_no","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"752294","JC458562","2019-10-03T13:40:00","2","DRIVER",,"714987",,"FORD","UNKNOWN","IL",,"NONE","OTHER","COMMERCIAL - SINGLE UNIT","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752307","JC458557","2019-10-03T13:40:00","1","DRIVER",,"714643",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752308","JC458557","2019-10-03T13:40:00","2","DRIVER",,"714649",,"JEEP","JEEP - YEAR GREATER 1988","IL","2012","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,"true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752309","JC458557","2019-10-03T13:40:00","3","DRIVER",,"714657",,"MERCEDES-BENZ","MERCEDES-BENZ","IL","2017","UNKNOWN","VAN/MINI-VAN","OTHER","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753064","JC459846","2019-10-03T13:30:00","1","DRIVER",,"715458",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"true","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"753065","JC459846","2019-10-03T13:30:00","2","DRIVER",,"715465",,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","IL","2018","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752554","JC458894","2019-10-03T13:30:00","1","DRIVER",,"714870",,"CADILLAC","UNKNOWN",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","PASSING/OVERTAKING",,,"1",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752555","JC458894","2019-10-03T13:30:00","2","DRIVER",,"714880","true","KENWORTH MOTOR TRUCK CO.","KENWORTH MOTOR TRUCK CO.","WI","2012","NONE","TRACTOR W/O SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)","8320",,,,"PAPERS","3","BIRCHWOOD TRANSPORT INC",,,,,,"N","N",,"N",,"N","N",,,,,,,,,"TRACTOR/SEMI-TRAILER","OTHER","OTHER","false",,
"752344","JC458582","2019-10-03T13:30:00","1","PARKED","1","714683",,"TOYOTA MOTOR COMPANY, LTD.","TOYOTA","IL","2015","NONE","PASSENGER","POLICE","E","PARKED",,,"1",,,,,,,,,,,,,,"true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752345","JC458582","2019-10-03T13:30:00","2","DRIVER",,"714686",,"HONDA","CIVIC","IL","2012","NONE","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,"true",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752347","JC458570","2019-10-03T13:30:00","1","DRIVER",,"714688",,"HYUNDAI","SONATA","IL","2017","NONE","PASSENGER","PERSONAL","N","BACKING",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752348","JC458570","2019-10-03T13:30:00","2","DRIVER",,"714697",,"CHEVROLET","IMPALA","IL","2006","NONE","PASSENGER","PERSONAL","W","OTHER",,,"1",,,,,,,,,,,,"true","true",,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752297","JC458551","2019-10-03T13:30:00","1","DRIVER",,"714634",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752298","JC458551","2019-10-03T13:30:00","2","DRIVER",,"714639",,"SCION","XB","FL","2010","NONE","PASSENGER","PERSONAL","W","ENTER FROM DRIVE/ALLEY",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752277","JC458528","2019-10-03T13:30:00","1","DRIVER",,"714662",,"NISSAN","Murano","IL","2017","NONE","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752278","JC458528","2019-10-03T13:30:00","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752281","JC458534","2019-10-03T13:17:00","1","DRIVER",,"714627",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2011","NONE","PASSENGER","PERSONAL","W","PASSING/OVERTAKING",,,"1",,,,,,"true","true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752282","JC458534","2019-10-03T13:17:00","2","DRIVER",,"714633",,"FREIGHTLINER CORP.","FREIGHTLINER CORP.","IL","2014","NONE","TRACTOR W/ SEMI-TRAILER","OTHER","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,"true",,,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752413","JC458760","2019-10-03T13:15:00","1","DRIVER",,"714797",,"JEEP","UNKNOWN","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,"true",,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752414","JC458760","2019-10-03T13:15:00","2","PEDESTRIAN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752265","JC458518","2019-10-03T13:15:00","1","DRIVER",,"714612",,"TOYOTA MOTOR COMPANY, LTD.","UNKNOWN","IL","2011","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752266","JC458518","2019-10-03T13:15:00","2","DRIVER",,"714623",,"DODGE","UNKNOWN","IL","2015","UNKNOWN","PICKUP","TOW TRUCK","W","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752295","JC458512","2019-10-03T13:11:00","1","DRIVER","1","714663",,"HYUNDAI","TUCSON","IL","2014","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752296","JC458512","2019-10-03T13:11:00","2","DRIVER",,"714677",,"TOYOTA MOTOR COMPANY, LTD.","RAV4 (sport utility)","MN","2008","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"true",,"true","true",,,,,,,,"true",,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752271","JC458524","2019-10-03T13:10:00","1","DRIVER","1","714622",,"FORD","UNKNOWN","IL",,"NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752272","JC458524","2019-10-03T13:10:00","2","DRIVER","1","714628",,"KIA MOTORS CORP","UNKNOWN","IL",,"NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752326","JC458624","2019-10-03T13:00:00","1","DRIVER",,"714666",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"true","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752327","JC458624","2019-10-03T13:00:00","2","PARKED",,"714668",,"TOYOTA MOTOR COMPANY, LTD.","COROLLA","IL","2010","NONE","PASSENGER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,"false","true","true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752289","JC458516","2019-10-03T13:00:00","1","DRIVER",,"714637",,"INTERNATIONAL TRAILER CORP.","UNKNOWN","IL","2007","NONE","OTHER","OTHER","W","AVOIDING VEHICLES/OBJECTS",,,"1",,,,,"true","true","true","true","true",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752290","JC458516","2019-10-03T13:00:00","2","PARKED",,"714631",,"SUBARU","OUTBACK","IL","2012","UNKNOWN","PASSENGER","NOT IN USE","W","PARKED","true",,"0",,,,,,,,,,,"true","true","true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752367","JC458698","2019-10-03T12:55:00","1","DRIVER",,"714704",,"DEERE, JOHN; DEERE & CO.","DEERE, JOHN; DEERE & CO.","IL",,"NONE","FARM EQUIPMENT","AGRICULTURE","N","BACKING",,,"1",,,,"true",,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752368","JC458698","2019-10-03T12:55:00","2","PARKED",,"714708","true","FREIGHTLINER CORP.","FREIGHTLINER CORP.","IL","2010","NONE","TRACTOR W/ SEMI-TRAILER","COMMERCIAL - SINGLE UNIT","W","PARKED",,,"0",,,,,,,,,,,,,,"true","true","true",,"TOTAL (ALL AREAS)","8318","0742910",,,"PAPERS","3","INTERMODAL BRIDGE TRANSPORT","IL","BEDFORD PARK",,,,,,,,,,,,,,,,,"55","5","TRACTOR/SEMI-TRAILER","VAN/ENCLOSED BOX",,,,
"752267","JC458484","2019-10-03T12:54:00","1","DRIVER",,"714614",,"GENERAL MOTORS CORP.","ACADIA","IL","2008","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,"true","true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752268","JC458484","2019-10-03T12:54:00","2","DRIVER",,"714629",,"BMW","328i","IL","2011","NONE","PASSENGER","PERSONAL","E","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,"true","true","false",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752508","JC458897","2019-10-03T12:51:00","1","DRIVER",,"714838",,"HYUNDAI","UNKNOWN","IL","2019","UNKNOWN","PASSENGER","UNKNOWN/NA","W","LEAVING TRAFFIC LANE TO PARK",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752509","JC458897","2019-10-03T12:51:00","2","PARKED",,"714829",,"HYUNDAI","TUCSON","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","PARKED",,,"0",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752247","JC458476","2019-10-03T12:45:00","1","DRIVER",,"714587",,"CHEVROLET","SILVERADO","IL",,"NONE","PICKUP","PERSONAL","S","BACKING",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752248","JC458476","2019-10-03T12:45:00","2","PARKED",,"714588",,"FORD","Explorer","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","PARKED",,,"0",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752269","JC458493","2019-10-03T12:38:00","1","DRIVER","4","714610",,"NISSAN","Pathfinder","IL","2015","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD",,,"5",,,,,"true","true",,,,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752270","JC458493","2019-10-03T12:38:00","2","DRIVER",,"714625",,"CHEVROLET","Trail Blazer","IL","2004","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"true","true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752249","JC458451","2019-10-03T12:20:00","1","DRIVER",,"714590",,"HONDA","Odyssey (minivan)","IL","2013","UNKNOWN","PASSENGER","PERSONAL","S","OTHER",,,"1",,,,,,"true","true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752250","JC458451","2019-10-03T12:20:00","2","PARKED",,"714593",,"HONDA","Odyssey (minivan)","IL","2013","UNKNOWN","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,,,,"true","true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752253","JC458437","2019-10-03T12:19:00","1","DRIVER",,"714596",,"FORD","EXPLORER","IL","2017","NONE","PASSENGER","POLICE","N","SLOW/STOP IN TRAFFIC",,,"1",,,,"true",,,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752254","JC458437","2019-10-03T12:19:00","2","DRIVER",,"714600",,"KIA MOTORS CORP","FORTE","IL","2017","NONE","PASSENGER","RIDESHARE SERVICE","N","SLOW/STOP IN TRAFFIC",,,"1",,,,"true",,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752301","JC458569","2019-10-03T12:15:00","1","DRIVER",,"714642",,"CHEVROLET","IMPALA","IL","2008","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752302","JC458569","2019-10-03T12:15:00","2","DRIVER",,"714655",,"UNKNOWN","UNKNOWN","IL","2015","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752255","JC458495","2019-10-03T12:15:00","1","DRIVER",,"714598",,"TOYOTA MOTOR COMPANY, LTD.","CAMRY","IL","2011","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752256","JC458495","2019-10-03T12:15:00","2","DRIVER",,"714615",,"CHEVROLET","CAMARO","IL","2008","NONE","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752240","JC458414","2019-10-03T12:02:00","1","DRIVER",,"714586",,"CHEVROLET","CRUZE","IL","2015","NONE","PASSENGER","OTHER","W","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,"true","true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752241","JC458414","2019-10-03T12:02:00","2","DRIVER","1","714594",,"BMW","UNKNOWN","IL","2018","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC","true",,"2",,"private",,,"true",,,,"true","true","true",,,,"true","true",,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752242","JC458414","2019-10-03T12:02:00","3","DRIVER",,"714597",,"HONDA","ACCORD","IL","2008","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"true","true","true",,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752351","JC458473","2019-10-03T12:00:00","1","DRIVER",,"714692",,"CHEVROLET","EQUINOX","IL","2005","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","true",,"1",,"streets and sans","central pound",,"true","true",,,,,,,,,,"true",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752352","JC458473","2019-10-03T12:00:00","2","PARKED",,"715217",,"VOLKSWAGEN","TIGUAN","IL","2017","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED","true",,"0",,"private",,,,,,,,"true","true","true",,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752353","JC458473","2019-10-03T12:00:00","3","PARKED",,"715249",,"FORD","FORD-TRUCK,VAN,SUV, ETC","IN","2015","UNKNOWN","PICKUP","OTHER","S","PARKED",,,"0",,,,"true",,,,,,,,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752217","JC458421","2019-10-03T12:00:00","1","DRIVER",,"714563",,"ISUZU","UNKNOWN","WI","2018","OTHER","TRUCK - SINGLE UNIT","CONSTRUCTION/MAINTENANCE","E","STRAIGHT AHEAD",,,"1",,,,,,,,"false","true",,,,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752218","JC458421","2019-10-03T12:00:00","2","PARKED",,"714571",,"BUICK","RIVIERA","IL","2005","UNKNOWN","OTHER","PERSONAL","UNKNOWN","PARKED",,,"0",,,,,,,,,,,,"true",,,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752230","JC458444","2019-10-03T11:55:00","1","DRIVER",,"714572",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","TRUCK - SINGLE UNIT","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"true","true","true",,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752231","JC458444","2019-10-03T11:55:00","2","DRIVER","1","714577",,"FORD","F250","IL","2012","NONE","OTHER","CTA","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"true",,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752767","JC458463","2019-10-03T11:51:00","1","DRIVER",,"715093",,"UNKNOWN","UNKNOWN",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,"true","true","true",,,,,,,,,,"true","SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752768","JC458463","2019-10-03T11:51:00","2","PARKED",,"715094",,"CHEVROLET","UNKNOWN","IL","2007","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","PARKED",,,"0",,,,,,,,,,,"true",,,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752251","JC458387","2019-10-03T11:51:00","1","DRIVER",,"714592",,"NISSAN","MAURANO","IL","2005","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,,,"true",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752252","JC458387","2019-10-03T11:51:00","2","PARKED","2","714605",,"TOYOTA MOTOR COMPANY, LTD.","Sienna (van)","IL","2016","NONE","VAN/MINI-VAN","PERSONAL","E","PARKED",,,"2",,,,,,,,,,,,,,,"true",,,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752205","JC458402","2019-10-03T11:50:00","1","DRIVER",,"714553",,"FORD","UNKNOWN","IL","2003","UNKNOWN","PICKUP","UNKNOWN/NA","N","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752206","JC458402","2019-10-03T11:50:00","2","PARKED","2","714555",,"NISSAN","ROGUE","IL","2015","NONE","PASSENGER","TAXI/FOR HIRE","N","PARKED",,,"2",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752207","JC458388","2019-10-03T11:45:00","1","DRIVER",,"714557",,"HONDA","CRV","IL","2017","NONE","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD",,,"1",,,,,"true",,,,,,,,,,,,,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752208","JC458388","2019-10-03T11:45:00","2","DRIVER",,"714578",,"NISSAN","NISSAN ALTIMA","FL","2019","NONE","PASSENGER","RIDESHARE SERVICE","E","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"true",,,,,,,"FRONT-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752397","JC458738","2019-10-03T11:40:00","1","DRIVER",,"714730",,"NISSAN","UNKNOWN","IL","2009","NONE","PASSENGER","PERSONAL","E","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,"true","true","true",,"TOTAL (ALL AREAS)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752398","JC458738","2019-10-03T11:40:00","2","DRIVER",,"714738",,"TOYOTA MOTOR COMPANY, LTD.","Highlander(beginning vehicle year 2001)","IL",,"NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,"true","true","true","true",,,,,,,,,"REAR-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752228","JC458431","2019-10-03T11:40:00","1","DRIVER",,"714565",,"CHEVROLET","MONTE CARLO","IL","2005","UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752229","JC458431","2019-10-03T11:40:00","2","DRIVER",,"714569",,"FORD","ESCAPE (SUV)","IL","2012","UNKNOWN","PASSENGER","PERSONAL","S","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752225","JC458379","2019-10-03T11:40:00","1","DRIVER",,"714566",,"FORD","Focus",,"2015","NONE","PASSENGER","PERSONAL","S","TURNING RIGHT","true",,"1",,"e and r","pound 2",,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752212","JC458386","2019-10-03T11:35:00","1","PARKED","1","714560",,"DODGE","RAM 1500 VAN","IL","2013","NONE","VAN/MINI-VAN","STATE OWNED","E","PARKED","true",,"1",,,,,,,,,,,"true",,"false",,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752213","JC458386","2019-10-03T11:35:00","2","DRIVER",,"714573",,"CHEVROLET","SILVERADO","IL","2002","NONE","PICKUP","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,,,"true","true",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752189","JC458357","2019-10-03T11:35:00","1","DRIVER",,"714538",,"HONDA","RIDGELINE","IL","2007","NONE","PICKUP","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,"true",,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752190","JC458357","2019-10-03T11:35:00","2","DRIVER",,"714540",,"MAZDA","6 (Six)","IL","2016","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,,"true",,,,,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752334","JC458432","2019-10-03T11:30:00","1","DRIVER","1","714676",,"HONDA","Odyssey (minivan)","IL","2001","NONE","VAN/MINI-VAN","PERSONAL","S","MERGING","false",,"2",,,,,"true","true",,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752335","JC458432","2019-10-03T11:30:00","2","DRIVER",,"714687",,"FORD","Focus","IL","2012","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,"true","true",,,,,"ROOF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752275","JC458532","2019-10-03T11:22:00","1","DRIVER",,"714613",,"CHEVROLET","IMPALA",,"2008","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"true",,"OTHER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752276","JC458532","2019-10-03T11:22:00","2","DRIVER",,"714624",,"DODGE","POWER RAM","IL","2015","NONE","VAN/MINI-VAN","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752191","JC458349","2019-10-03T11:20:00","1","DRIVER",,"714545",,"UNKNOWN","UNKNOWN","XX",,"UNKNOWN","PICKUP","UNKNOWN/NA","UNKNOWN","BACKING",,,"1",,,,,,,,,,,,,,,,,"true","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"752192","JC458349","2019-10-03T11:20:00","2","DRIVER",,"714562",,"LEXUS","IS250","IL","2008","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,"true",,,,,,,,"REAR-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
